167	5096	0	47	30	118	22	123	-1
168	4833	0	100	102	120	68	91	-1
169	8590	0	66	21	82	28	34	-1
170	9510	0	146	157	32	104	43	-1
171	817	0	8	43	92	70	32	-1
172	6020	0	12	59	36	104	82	-1
173	3734	0	115	110	64	40	28	-1
174	7529	0	59	34	160	24	88	-1
175	951	0	29	23	51	79	161	-1
176	3881	0	29	167	167	34	152	-1
177	8999	0	108	51	75	103	36	-1
178	1963	0	4	3	150	152	147	-1
179	4653	0	131	75	75	20	164	-1
180	5165	0	83	3	116	83	117	-1
181	3238	0	99	23	132	16	142	-1
182	2654	0	153	181	169	159	164	-1
183	8912	0	94	6	22	33	18	-1
184	4433	0	24	75	136	45	27	-1
185	2684	0	163	32	51	118	164	-1
186	1696	0	167	44	65	96	74	-1
187	9433	0	92	22	78	79	90	-1
188	7782	0	116	9	172	82	172	-1
189	2725	0	77	6	136	187	92	-1
190	5876	0	157	148	12	26	184	-1
191	4326	0	143	187	36	189	120	-1
192	4795	0	191	55	69	19	70	-1
193	4232	0	89	96	55	128	90	-1
194	3852	0	113	43	50	130	186	-1
195	5415	0	176	33	88	183	85	-1
196	2172	0	29	38	106	188	158	-1
197	8511	0	146	84	73	155	22	-1
198	3504	0	58	115	166	173	22	-1
199	7154	0	48	22	161	77	110	-1
200	8317	0	53	180	112	159	162	-1
201	6439	0	119	197	35	151	102	-1
202	4262	0	56	148	182	75	107	-1
203	6165	0	108	201	166	138	4	-1
204	4982	0	44	90	87	139	197	-1
205	3338	0	8	61	105	76	116	-1
206	8672	0	191	39	64	1	202	-1
207	193	0	67	131	124	9	200	-1
208	6440	0	104	109	41	199	147	-1
209	8592	0	162	86	91	106	80	-1
210	261	0	105	45	136	124	136	-1
211	2288	0	174	27	191	10	18	-1
212	2684	0	200	119	189	152	142	-1
213	6827	0	97	111	62	119	88	-1
214	6613	0	5	67	19	134	86	-1
215	5907	0	103	47	154	201	188	-1
216	3389	0	186	172	103	198	76	-1
217	1804	0	144	108	158	52	50	-1
218	1662	0	44	95	30	33	25	-1
219	3431	0	64	50	166	189	177	-1
220	4438	0	184	109	60	2	175	-1
221	2164	0	137	109	53	204	9	-1
222	6715	0	175	172	31	177	174	-1
223	7959	0	178	220	116	151	135	-1
224	6167	0	143	89	55	12	216	-1
225	5737	0	158	190	34	9	14	-1
226	1187	0	101	147	70	4	92	-1
227	1985	0	110	126	223	216	67	-1
228	2847	0	187	204	185	207	127	-1
229	3633	0	202	148	15	218	104	-1
230	4974	0	107	10	168	45	169	-1
231	8312	0	169	12	174	105	3	-1
232	147	0	207	199	32	51	53	-1
233	7664	0	82	5	71	104	225	-1
234	6061	0	99	158	129	230	16	-1
235	2950	0	231	60	165	7	7	-1
236	311	0	217	207	178	196	95	-1
237	2100	0	226	96	16	203	131	-1
238	1237	0	116	182	67	159	2	-1
239	8968	0	49	72	15	202	41	-1
240	3383	0	148	218	216	60	100	-1
241	1996	0	205	73	97	83	113	-1
242	5168	0	151	69	105	82	73	-1
243	6580	0	102	30	226	26	80	-1
244	696	0	126	69	18	9	104	-1
245	2077	0	218	98	66	75	134	-1
246	430	0	35	84	114	244	187	-1
247	7987	0	176	170	91	202	29	-1
248	6880	0	174	222	244	61	237	-1
249	7147	0	21	97	164	184	182	-1
250	9681	0	153	150	132	75	32	-1
251	4484	0	6	169	6	127	14	-1
252	1424	0	97	112	60	197	107	-1
253	5011	0	128	117	56	189	15	-1
254	3224	0	6	81	28	249	240	-1
255	1995	0	177	29	174	41	93	-1
256	6278	0	139	193	167	90	163	-1
257	4537	0	229	89	91	150	80	-1
258	5992	0	68	114	59	130	134	-1
259	5922	0	207	104	106	147	32	-1
260	1402	0	5	24	101	232	26	-1
261	7725	0	100	22	189	9	47	-1
262	9480	0	221	215	61	204	178	-1
263	2914	0	165	117	66	84	49	-1
264	3376	0	53	155	113	59	136	-1
265	6007	0	167	87	197	27	57	-1
266	9770	0	215	257	195	78	102	-1
267	2457	0	170	227	45	227	187	-1
268	1111	0	98	74	176	97	21	-1
269	6611	0	45	73	52	72	247	-1
270	5635	0	113	140	138	152	239	-1
271	2779	0	207	239	214	188	225	-1
272	3139	0	262	147	221	76	61	-1
273	4617	0	167	210	188	210	27	-1
274	7959	0	164	63	122	28	247	-1
275	7923	0	110	246	232	232	224	-1
276	2303	0	48	106	246	207	205	-1
277	1393	0	184	10	132	213	217	-1
278	6617	0	116	50	264	113	23	-1
279	763	0	120	37	251	224	201	-1
280	5594	0	153	44	205	226	202	-1
281	9202	0	113	100	134	157	131	-1
282	3793	0	256	137	280	121	23	-1
283	6850	0	254	271	59	149	96	-1
284	3508	0	93	270	240	187	57	-1
285	9524	0	209	112	207	229	52	-1
286	709	0	152	138	107	213	130	-1
287	4473	0	226	131	158	136	104	-1
288	6919	0	113	240	222	283	206	-1
289	1037	0	154	28	158	57	165	-1
290	2127	0	125	275	149	72	161	-1
291	5344	0	123	287	179	143	233	-1
292	6734	0	122	195	139	211	88	-1
293	6316	0	164	130	64	275	127	-1
294	4670	0	223	267	8	179	260	-1
295	3468	0	103	18	294	175	245	-1
296	2395	0	141	168	116	203	236	-1
297	5156	0	19	241	2	53	124	-1
298	2533	0	13	182	174	47	242	-1
299	64	0	61	10	107	47	233	-1
300	215	0	12	253	112	176	62	-1
301	9476	0	190	141	183	173	33	-1
302	6688	0	159	185	81	98	80	-1
303	5614	0	17	298	3	188	25	-1
304	3907	0	54	244	104	151	168	-1
305	5886	0	220	217	217	270	202	-1
306	5166	0	162	175	265	259	182	-1
307	7565	0	211	141	155	1	236	-1
308	1621	0	242	18	232	92	45	-1
309	972	0	49	125	307	235	52	-1
310	3110	0	290	48	247	291	238	-1
311	6124	0	144	149	279	203	189	-1
312	3885	0	57	117	115	306	270	-1
313	9780	0	255	133	114	262	258	-1
314	2272	0	21	28	189	46	178	-1
315	1199	0	231	255	262	65	1	-1
316	2364	0	26	220	62	191	175	-1
317	611	0	246	131	279	218	146	-1
318	4056	0	49	146	88	301	204	-1
319	8414	0	181	196	80	285	247	-1
320	4510	0	180	282	32	50	75	-1
321	4316	0						-1
322	7919	0	222	71	175	296	76	-1
323	1303	0	30	82	310	78	187	-1
324	4197	0	264	90	37	200	211	-1
325	2245	0	29	150	316	49	77	-1
326	8966	0	213	63	18	68	11	-1
327	7403	0	308	32	160	195	326	-1
328	6794	0	69	251	56	229	190	-1
329	6211	0	5	237	245	212	244	-1
330	2743	0	295	41	128	253	151	-1
331	4875	0	169	230	155	66	166	-1
332	7283	0	242	179	186	2	328	-1
333	7843	0	121	276	57	176	311	-1
334	7138	0	20	108	302	36	3	-1
335	4906	0	25	244	271	16	69	-1
336	4183	0	43	143	13	15	3	-1
337	3720	0	249	126	252	290	24	-1
338	3924	0	314	307	28	15	267	-1
339	192	0	201	298	183	53	185	-1
340	866	0	185	129	324	44	118	-1
341	483	0	275	78	265	257	147	-1
342	1398	0	138	68	118	286	24	-1
343	1738	0	290	15	60	94	1	-1
344	4795	0	123	26	96	79	61	-1
345	9642	0	263	330	81	276	75	-1
346	7081	0	295	105	217	159	15	-1
347	5934	0	50	190	339	244	185	-1
348	3229	0	39	181	303	90	267	-1
349	8485	0	274	115	101	150	74	-1
350	8892	0	98	74	284	178	159	-1
351	8477	0	331	250	156	161	63	-1
352	5473	0	200	257	45	103	342	-1
353	3487	0	10	227	196	170	314	-1
354	9309	0	289	50	68	217	151	-1
355	110	0	144	164	327	171	287	-1
356	389	0	232	41	209	334	131	-1
357	6339	0	331	349	16	43	72	-1
358	3177	0	297	216	169	191	48	-1
359	8509	0	331	134	130	27	134	-1
360	7772	0	188	271	191	307	30	-1
361	7835	0						-1
362	5519	0	296	224	160	284	329	-1
363	2363	0	1	91	224	7	121	-1
364	9089	0	345	104	35	358	332	-1
365	1127	0	64	39	46	113	254	-1
366	4531	0	294	52	337	277	296	-1
367	9315	0	17	289	194	213	33	-1
368	1862	0	195	238	76	22	261	-1
369	6196	0	200	225	160	321	144	-1
370	2571	0	241	268	231	14	88	-1
371	966	0	303	79	108	350	239	-1
372	6802	0	234	63	182	53	107	-1
373	6511	0	104	230	367	295	87	-1
374	9601	0	46	159	313	73	189	-1
375	579	0	30	208	49	189	195	-1
376	9829	0	333	47	292	2	363	-1
377	2346	0	328	132	214	307	253	-1
378	4862	0	45	274	220	122	226	-1
379	2540	0	239	200	301	108	354	-1
380	5950	0	290	121	20	14	288	-1
381	6414	0	279	154	341	322	376	-1
382	5839	0	346	244	101	255	156	-1
383	5924	0	52	24	379	23	371	-1
384	9682	0	333	360	344	271	263	-1
385	1783	0	43	125	41	360	147	-1
386	2751	0	66	56	301	327	166	-1
387	8630	0	125	108	317	190	91	-1
388	5189	0	102	114	300	137	99	-1
389	5008	0	2	288	50	105	5	-1
390	3527	0	373	20	136	186	197	-1
391	5283	0	138	237	37	124	130	-1
392	4001	0	151	188	196	186	133	-1
393	5283	0	331	220	344	338	290	-1
394	5385	0	324	301	297	92	125	-1
395	1236	0	184	40	46	112	7	-1
396	731	0	299	71	237	209	109	-1
397	4716	0	177	205	373	31	311	-1
398	1971	0	37	379	136	83	117	-1
399	3999	0	200	311	78	263	192	-1
400	9716	0	256	223	22	25	236	-1
401	3410	0						-1
402	1714	0	233	75	259	114	24	-1
403	6553	0	70	199	104	91	401	-1
404	7354	0	147	300	120	217	256	-1
405	7170	0	403	216	108	27	104	-1
406	2172	0	350	212	99	39	298	-1
407	5733	0	24	156	237	87	350	-1
408	2768	0	214	279	337	287	206	-1
409	1879	0	22	241	191	127	262	-1
410	7740	0	170	182	301	295	64	-1
411	6306	0	43	282	297	120	53	-1
412	3157	0	8	226	201	48	35	-1
413	3742	0	346	370	192	24	204	-1
414	6898	0	301	67	137	59	314	-1
415	4056	0	85	76	353	203	7	-1
416	444	0	104	394	11	163	133	-1
417	5727	0	248	60	210	188	293	-1
418	2299	0	130	3	407	244	377	-1
419	1256	0	341	102	8	237	17	-1
420	7263	0	158	278	259	238	301	-1
421	1631	0	299	377	146	13	144	-1
422	6133	0	373	411	331	117	305	-1
423	975	0	190	165	83	396	298	-1
424	3447	0	235	171	294	370	366	-1
425	2353	0	54	196	225	97	346	-1
426	9670	0	408	334	124	323	129	-1
427	1194	0	75	157	319	156	203	-1
428	4491	0	418	189	410	3	254	-1
429	2680	0	21	321	403	95	199	-1
430	7686	0	335	268	123	127	312	-1
431	7191	0	251	155	316	290	159	-1
432	7919	0	7	221	298	335	319	-1
433	9030	0	390	94	427	401	368	-1
434	4782	0	158	171	429	366	425	-1
435	6873	0	131	247	4	212	167	-1
436	8105	0	398	426	17	142	326	-1
437	3269	0	152	140	183	372	182	-1
438	4607	0	186	360	199	379	159	-1
439	5793	0	436	224	365	175	223	-1
440	2954	0	356	88	188	191	274	-1
441	6775	0						-1
442	1832	0	200	277	25	383	20	-1
443	9316	0	374	432	210	60	89	-1
444	4548	0	397	331	280	159	169	-1
445	1578	0	60	29	42	384	66	-1
446	7524	0	395	277	63	205	313	-1
447	1789	0	52	8	289	318	56	-1
448	1676	0	11	2	346	360	247	-1
449	9991	0	112	341	185	25	7	-1
450	3306	0	9	443	292	62	202	-1
451	3455	0	308	283	271	171	283	-1
452	7573	0	387	371	291	123	413	-1
453	3289	0	164	13	309	423	102	-1
454	9749	0	337	375	65	81	15	-1
455	6214	0	196	102	29	345	93	-1
456	241	0	277	266	218	446	120	-1
457	6733	0	203	157	423	235	271	-1
458	3237	0	49	208	200	49	206	-1
459	331	0	89	392	317	129	79	-1
460	1565	0	309	192	371	34	349	-1
461	9467	0	136	296	11	37	396	-1
462	6158	0	451	105	430	201	268	-1
463	5492	0	274	56	185	458	308	-1
464	7414	0	65	103	176	95	175	-1
465	3091	0	139	443	427	324	187	-1
466	8171	0	246	65	22	415	411	-1
467	4075	0	140	246	259	312	179	-1
468	5026	0	308	409	454	447	364	-1
469	8939	0	258	76	247	102	275	-1
470	1785	0	245	357	360	304	224	-1
471	429	0	385	123	155	329	276	-1
472	2929	0	369	116	35	453	91	-1
473	9786	0	172	139	86	342	468	-1
474	1947	0	406	430	404	419	226	-1
475	5109	0	253	327	87	15	179	-1
476	5849	0	271	281	306	448	266	-1
477	1979	0	324	188	44	130	205	-1
478	2124	0	98	120	398	167	380	-1
479	8281	0	310	446	275	152	474	-1
480	2458	0	145	370	82	219	47	-1
481	5352	0						-1
482	3963	0	130	116	291	4	341	-1
483	7406	0	292	137	199	28	362	-1
484	3282	0	175	427	182	300	292	-1
485	6498	0	318	414	23	73	224	-1
486	4304	0	430	276	253	335	463	-1
487	7482	0	241	204	163	161	170	-1
488	9713	0	436	263	312	317	209	-1
489	6159	0	369	332	72	452	115	-1
490	1626	0	220	347	80	218	382	-1
491	6352	0	79	486	365	273	288	-1
492	1412	0	151	243	148	128	290	-1
493	2986	0	35	426	440	129	203	-1
494	859	0	440	236	69	461	206	-1
495	2223	0	345	480	373	62	343	-1
496	9413	0	328	139	56	190	345	-1
497	4158	0	366	421	185	32	157	-1
498	1106	0	104	181	318	159	131	-1
499	1513	0	419	255	53	19	235	-1
500	5228	0	433	256	483	16	122	-1
